cod_provin;provincia;cod_canton;canton;15/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;21/03/2020;22/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;28/03/2020;29/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;04/04/2020;05/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;10/04/2020;11/04/2020;12/04/2020;13/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;18/04/2020;19/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;25/04/2020;26/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;01/05/2020;02/05/2020;03/05/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;08/05/2020;09/05/2020;10/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;16/05/2020;17/05/2020;18/05/2020;19/05/2020;20/05/2020;21/05/2020;22/05/2020;23/05/2020;24/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;30/05/2020;31/05/2020;01/06/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;06/06/2020;07/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;13/06/2020;14/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;20/06/2020;21/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;27/06/2020;28/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;04/07/2020;05/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;11/07/2020;12/07/2020;13/07/2020;14/07/2020;15/07/2020;16/07/2020;17/07/2020;18/07/2020;19/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;25/07/2020;26/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;01/08/2020;02/08/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;08/08/2020;09/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;15/08/2020;16/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;22/08/2020;23/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;29/08/2020;30/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;05/09/2020;06/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;12/09/2020;13/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;19/09/2020;20/09/2020;21/09/2020
4;Heredia;403;Santo Domingo;0;0;0;1;1;1;1;1;1;1;2;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;6;6;6;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;8;8;8;8;8;8;8;9;9;9;9;10;10;10;10;10;10;10;10;10;11;11;11;11;11;12;12;13;13;13;13;13;14;14;14;14;15;16;16;16;18;19;20;21;22;25;30;33;37;37;39;42;49;50;52;53;56;58;63;69;73;77;95;103;103;113;124;137;145;151;160;161;165;170;172;180;187;194;196;203;206;232;250;251;252;261;272;290;300;312;322;325;330;338;365;376;395;407;409;423;435;456;471;499;502;517;528;544;561;576;602;608;610;625;636;646;671;698;713;719;728;741;755;773;796;810;816
4;Heredia;410;Sarapiquí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;3;3;4;4;5;5;5;5;4;5;7;7;7;5;6;6;7;7;7;7;7;7;7;7;8;9;9;9;10;10;10;10;10;10;12;12;12;12;12;12;12;12;12;15;15;15;15;15;16;17;18;20;20;23;25;25;27;27;28;29;30;30;32;34;36;38;40;42;42;45;46;48;51;53;53;56;56;58;58;59;62;63;64;65;66;68;69;76;83;85;92;100;102;103;104;110;117;130;135;137;142;149;157;163;179;189;198;219;234;252;271;291;294;301;304
5;Guanacaste;507;Abangares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;4;4;5;6;6;6;10;10;17;17;17;17;18;20;20;20;20;20;20;20;20;20;20;21;21;20;20;20;20;20;20;20;20;20;21;21;21;21;21;21;21;21;21;21;22;22;22;22;25;27;27;26;26;26;26;26;26;26;26;27;27;27;27;27;27;27;27;27;27;27;27;28;28;29;30;32;33;33;33;33;34;34;34;34;34;34;34;34;34;35;36;36;36;36;37;38;39;40;41;42;45;49;52;54;54;55;56;60;62;65;66;66;66;66;68;68;68;68;69;69;72;73;73;79;79;79
5;Guanacaste;504;Bagaces;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;8;8;10;10;11;11;12;12;12;12;12;13;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;18;18;19;24;25;27;27;27;31;32;32;32;31;31;31;31;32;32;32;32;32;34;33;33;33;35;35;35;35;35;37;37;37;38;38;39;39;40;40;40;42;45;45;45;45;45;47;47;47;47;48;48;48;48;48;48;50;50;52;53;55;57;57;60;61;62;62;65;67;67;70;71;72;75;78;82;83;83;83;83;84;85;88;89;90;91
5;Guanacaste;506;Cañas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;4;7;8;8;8;10;11;13;16;16;17;19;19;20;20;20;20;21;21;21;23;23;24;25;25;27;27;27;27;27;27;27;27;27;27;27;28;29;32;32;32;32;32;31;31;31;31;31;31;32;33;33;36;39;40;43;43;44;46;58;64;74;78;83;83;84;84;86;86;87;87;87;87;85;85;86;86;88;90;91;91;91;97;101;103;104;105;105;105;105;107;107;107;108;108;109;111;113;114;114;114;114;117;118;118;118;121;123;123;124;127;127;128;131;133;134;136;138;139;146;149;152;154;155;158;158;162;165;165;174;176;184;185
5;Guanacaste;505;Carrillo;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;4;4;4;4;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;7;11;12;12;10;10;10;11;15;16;18;18;14;14;15;15;21;22;22;23;22;24;22;23;26;25;25;27;27;28;28;30;30;29;29;29;30;30;31;32;32;32;32;32;32;32;33;34;34;33;34;37;39;41;42;46;47;48;48;48;48;47;51;52;53;53;54;58;59;64;69;72;75;75;75;78;79;81;86;93;93;95
5;Guanacaste;511;Hojancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;7;8;8;12;13;15;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;18;18;18;18;18;20;20;20;20;21;22;22;22;22;22;22;22;23;22;22;22;22;22;22;22;22;22;22;23;23;23;24;24;23;23;23;24;27;27;27;27;27;27;28;27;27;27;27;27;27;28;28;28;30;31;31;31;31;33;33;33;35;37;37;36;36;37;38;38;38;39;40;40;40;40;42;42;45;45
5;Guanacaste;510;La Cruz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;1;1;2;2;2;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;8;8;8;8;9;9;15;15;29;29;29;31;31;32;33;34;35;36;36;43;43;47;48;48;48;48;48;49;49;49;49;50;51;50;54;54;52;52;52;53;59;59;63;69;69;70;70;70;71;86;86;86;85;85;85;85;86;88;88;88;88;88;92;94;94;98;99;103;103;109;111;114;115;116;116;116;119;126;126;129;130;132;133;134;136;137;139;139;140;143;145;146;146;147;151;152;153;161;162;163
5;Guanacaste;501;Liberia;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;7;7;8;10;12;12;12;12;14;13;16;16;15;15;16;16;16;17;18;18;18;18;18;19;21;22;27;27;29;30;31;37;39;41;44;48;49;54;57;59;64;67;68;71;73;76;76;82;82;86;87;88;89;89;91;91;96;100;102;102;103;103;103;103;104;103;103;103;108;108;110;112;115;115;112;119;119;121;124;129;131;134;137;139;137;138;139;140;143;146;147;150;149;152;157;158;162;168;175;180;186;192;197;210;219;230;232;239;249;259;281;291;301;309;312;321;335;350;362;366;376
5;Guanacaste;509;Nandayure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;3;3;4;5;5;4;4;4;4;4;4;5;5;5;5;5;7;7;7;7;7;8;8;9;9;9;8;8;9;9;9;9;9;9;10;10;10;10;10;10;10;12;13;14;15;15;17;17;19;20;20;21;21
5;Guanacaste;502;Nicoya;1;1;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;8;8;8;8;8;8;8;11;14;14;18;20;23;23;26;30;38;40;44;44;45;47;51;61;61;65;67;67;67;67;68;69;73;74;74;77;77;83;83;85;86;97;99;99;99;99;101;101;101;104;104;104;105;105;105;106;106;107;108;108;110;110;110;112;112;113;114;114;115;118;118;120;121;121;123;126;126;127;128;128;130;135;136;138;138;143;146;150;152;153;156;163;172;181;183;188;193;199;219;235;248;254;261;274;284;297;316;332;350;362;366
5;Guanacaste;503;Santa Cruz;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;7;7;7;7;7;7;7;7;7;7;7;7;8;8;9;9;10;11;14;15;15;15;19;19;19;20;20;22;23;23;23;24;26;26;30;33;34;35;37;37;36;36;37;36;36;36;38;39;39;40;45;46;49;49;50;55;57;57;58;58;58;58;61;61;62;62;62;62;63;63;71;72;74;76;76;85;85;91;95;98;99;102;102;103;105;107;109;115;117;118;120;123;125;129;131;133;141;151;162;166;169;171;172;184;190;204;213;220
5;Guanacaste;508;Tilarán;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;11;11;11;11;11;11;11;11;11;11;11;12;13;13;14;15;18;19;19;20;20;25;25;25;32;34;35;38;38;38;39;39;40;40;40;40;41;41;43;45;47;49;51;51;51;51;52;53;55;55;56
6;Puntarenas;603;Buenos Aires;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;4;4;4;5;5;6;6;6;6;6;6;6;6;7;7;7;8;9;9;11;11;9;8;8;8;8;8;8;9;9;10;10;10;11;12;12;12;13;13;15;15;19;19;19;20;22;22;23;23;24;24;24;24;26;27;30;33;36;36;39;39;39;48;49;50;51;68;70;78;84
6;Puntarenas;610;Corredores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;8;7;9;10;19;24;26;27;30;38;38;41;45;47;54;62;62;74;79;94;96;109;115;130;136;156;164;171;175;190;203;205;226;228;249;293;331;338;349;356;366;375;376;380;383;405;408;426;430;452;454;457;476;500;519;527;528;533;550;554;560;575;575;593;593;597;608;608;627;628;640;648;650;663;663;706;710;717;729;734;741;749;764;769;775;776;790;792;800;806;813;819;831;843
6;Puntarenas;608;Coto Brus;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;6;7;7;7;8;8;8;8;8;8;9;9;9;9;9;9;10;12;13;15;15;15;17;19;19;19;21;21;21;23;24;24;24;25;25;25;27;27;27;30;31;32;35;35;39;40;46;50;56;61;62;65;67;72;72;75;78;78;82
6;Puntarenas;602;Esparza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;5;5;6;6;6;6;6;6;7;8;7;7;7;8;8;8;9;9;9;9;9;9;9;9;9;9;11;13;15;15;15;18;18;18;18;22;22;22;23;23;23;24;26;27;26;30;31;31;31;41;43;44;45;48;52;56;56;60;62;66;65;66;68;68;70;70;73;75;78;80;78;80;84;86;88;95;94;95;99;103;106;111;114;115;123;131;134;144;152;162;169;174;180;186;193;209;215;234;252;258
6;Puntarenas;611;Garabito;0;0;0;0;0;0;0;0;0;0;2;2;3;3;3;5;5;7;7;7;7;7;7;7;7;7;7;9;9;12;13;14;20;21;21;21;21;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;23;23;23;23;23;23;23;26;26;26;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;29;30;31;31;31;31;31;31;31;31;31;31;32;31;31;32;34;34;34;34;36;37;37;38;39;39;39;39;42;43;46;46;45;47;46;48;49;49;51;51;51;51;51;52;50;50;52;53;53;54;56;60;64;65;69;76;84;91;97;111;117;120;135;140;146;148;154;155;164;174;186;192;195;203;207;212;221;223;229;248;248
6;Puntarenas;607;Golfito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;5;5;6;6;7;8;8;15;35;35;35;35;36;36;36;36;37;37;39;42;42;43;43;44;44;46;45;46;48;49;50;53;54;57;59;67;72;74;75;78;78;78;82;84;85;87;92;94;95;95;97;97;101;101;104;104;114;120;124;136;136;137;144;147;153;155;157;158;159;166;172;188;193;204;208;227;231;238;242;244;245;256;258;261;266;272;273
6;Puntarenas;604;Montes de Oro;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;3;3;3;3;3;5;5;5;5;5;6;6;6;7;7;7;8;10;10;11;13;13;14;16;16;16;19;20;22;22;24;24;24;29;31;32;32;32;30;30;30;32;33;33;35;37;41;42;44;46;50;56;62;67;70;73;75;78;85;85;92;101;105;109;117;125;132;135;139;143;148;154;157
6;Puntarenas;605;Osa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;8;8;8;8;8;8;8;9;9;9;10;11;11;11;11;11;13;13;13;13;12;12;12;13;13;13;14;16;19;19;24;24;31;31;32;33;33;36;36;36;37;43;43;43;44;48;47;47;47;47;50;51;53;54;55;62;63;64;72;79;79;79;91;92;102;139;142;145;146;154;157;157;174;176;176;181;185;188;191;191;192;199;199;207;208;211;211
6;Puntarenas;609;Parrita;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;4;4;3;5;6;5;5;8;8;8;8;9;10;10;11;11;16;18;20;21;25;25;29;29;29;29;32;33;35;35;35;35;36;37;38;39;40;39;40;43;46;45;45;46;49;53;53;53;58;59;60;63;67;69;73;74;75;76;77;78;81;82;87;89;97;98;98
6;Puntarenas;601;Puntarenas;0;0;0;0;0;0;0;0;0;0;1;3;2;2;2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;8;9;9;13;13;18;21;22;22;23;27;31;34;34;35;40;40;42;42;45;47;49;49;50;50;54;59;61;65;68;75;76;77;80;83;91;96;103;104;108;110;112;114;116;120;121;122;124;129;131;133;136;147;148;148;153;156;163;166;170;168;168;169;175;174;183;193;194;197;208;219;226;227;236;242;247;253;259;266;267;276;271;274;287;290;300;307;313;324;341;358;370;383;391;401;414;438;464;479;485;493;518;526;561;592;633;665;701;736;758;770;823;894;932;988;1016
6;Puntarenas;606;Quepos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;6;6;6;6;6;6;7;7;7;7;6;6;6;6;6;6;7;7;7;8;9;11;12;12;13;13;13;16;16;18;19;18;19;19;19;20;21;21;21;21;21;22;23;24;24;24;24;23;27;28;28;31;31;33;35;37;38;42;47;49;50;51;53;55;58;59;66;66;66;80;86;88;94;96;102;104;112;118;122;139;146;149;153;155;160;163;173;175;180;184;188;195;207;218;221
7;Limón;706;Guácimo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;3;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;3;4;5;5;5;6;6;7;7;7;11;12;13;17;18;18;20;21;21;21;21;21;23;23;23;24;26;26;26;28;31;33;35;39;39;42;44;47;51;52;55;61;65;65;67;75;77;78;82;85;88;95;102;104;104;108;111;116;121;127;135;142;148;154;164;179;187;198;207;209;215;226;234;239;247;249;260;271;275;276;284;287;288;291;294;306;315;319;327;328;338
7;Limón;701;Limón;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;7;7;7;11;14;15;16;17;23;25;26;26;31;31;31;32;32;32;32;34;34;38;38;38;42;42;42;43;45;47;48;47;47;47;48;52;54;54;55;55;59;63;86;90;99;102;104;109;116;117;129;134;137;147;147;152;161;172;178;184;198;210;220;228;233;240;245;247;252;257;259;271;281;287;308;321;334;355;364;401;415;442;466;496;505;528;563;615;656;691;729;770;795;862;885;908;957;1033;1067;1134;1174;1182;1233
7;Limón;705;Matina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;5;7;7;7;7;7;7;8;8;8;9;9;9;9;9;10;9;9;9;10;10;10;10;10;11;12;12;12;13;13;14;14;15;15;14;15;16;17;18;18;20;20;20;20;20;20;20;24;25;25;25;25;26;26;27;27;28;32;39;42;43;44;50;52;55;57;65;71;81;91;101;110;110;122;132;134;152;165;175;189;204;204;218
7;Limón;702;Pococí;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;13;14;15;15;27;31;35;37;44;44;54;54;55;55;56;60;60;60;62;65;70;70;74;74;74;74;75;75;76;77;77;79;88;88;91;94;97;98;99;105;105;110;111;113;113;118;117;121;122;122;123;136;139;142;144;150;156;174;181;196;203;214;222;225;228;238;241;249;259;273;285;295;303;305;308;319;328;341;347;354;359;364;376;395;407;413;413;418;427;445;464;472;492;497;503;523;539;559;568;591;596;612;630;649;666;687;694;704;726;755;777;816;853;857;877
7;Limón;703;Siquirres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;7;7;7;7;7;7;7;7;7;9;10;12;12;12;12;13;14;14;14;16;15;15;15;15;17;18;18;20;22;23;24;26;27;27;27;29;30;30;34;34;34;38;39;39;42;43;43;45;46;56;57;57;57;58;63;65;69;69;78;81;88;96;105;111;117;122;146;149;172;182;204;227;273;302;313;339;359;406;419;447;475;502;527;560;582;594;610
7;Limón;704;Talamanca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;3;3;3;14;14;14;14;16;17;18;17;19;19;19;20;21;22;22;22;22;23;23;25;27;27;27;26;27;27;27;27;29;30;30;32;33;37;39;40;40;40;42;42;43;46;46;46;47;49;49;61;62;62;67;69;72;82;82;86;86;86;99;99;111;117;124;136;141;148;164;172;203;204;216;227;249;263;283;299;316;319;332
9;Otros;999;Otros;0;0;0;1;1;7;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;7;7;7;7;8;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;14;14;13;13;14;14;14;14;15;14;14;16;21;22;0;32;44;49;52;65;76;84;114;108;125;117;150;164;151;177;175;183;239;260;279;273;268;286;315;325;329;335;329;368;380;395;402;409;411;402;403;408;420;428;433;432;445;455;467;455;466;463;470;483;495;498;507;515;532;534;552;525;375;371;382;380;391;407;400;423;425;432;445;449;451;473;463;473;483;461;475;475;488;499;517;518;520;513;512;528;513;515
HTTP/1.1 400 Bad Request
Content-Length: 0
Connection: close
Server: Jetty(7.6.8.v20121106)

